"caseid"	"gender"	"age"	"race"	"education"	"income"	"HomeOwner"	"PrimTurnout"	"turnout2008"	"votes2008"	"turnout2004"	"votes2004"	"UsualVoter"	"religion"	"married"	"PartyID"	"Ideology"	"GayMarriage"	"UllamAppove"	"OuterLike"	"InnerLike"	"VonNeumann"	"Clinton"	"Hastings"	"Rosenbluth"	"Ullam"	"Best"	"TotPop"
"ID797"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID798"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID799"	14252	1	63	1	3	13	1	2	1	3	2	2	1	4	1	4	1	1	-1	0	-0.5	0	0	0	0	-1	0	1
"ID800"	16223	1	36	1	3	13	1	1	1	1	2	2	1	1	4	5	6	2	0	0	0.5	0	0	0	0	0.5	0.5	1
"ID801"	7570	2	71	1	2	12	1	1	1	1	2	1	1	2	1	0	3	3	-1	0.333333333333333	0	0	1	-1	0	-1	0.5	1
"ID802"	396	2	57	1	2	7	1	1	1	2	1	1	2	2	2	0	3	3	-1	1	-1	0	0.5	0.5	0	-1	0	1
"ID803"	6376.5	1.5	50.25	1.25	3.25	10.25	1	1.5	1	1.75	2	1.25	1	1	4.75	1.75	3.75	1	-0.875	0.5	-0.125	0	0	0.75	0.25	-0.75	-0.125	4
"ID804"	20103.3333333333	2	52.6666666666667	1	4.33333333333333	10	1	2	1	1.66666666666667	2	1.33333333333333	1	3.33333333333333	3.33333333333333	2	3	1.33333333333333	-0.777777777777778	0.333333333333333	-0.333333333333333	0.166666666666667	-0.5	0.666666666666667	0.277777777777778	-0.666666666666667	-0.166666666666667	3
"ID805"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID806"	22347	1	36	1	4	13	1	1	1	2	2	1	1	2	1	2	2	3	-1	0	-0.5	0	-0.333333333333333	0.5	0	-1	0.5	1
"ID807"	5859	1.66666666666667	56.6666666666667	1	3.66666666666667	10.6666666666667	1	1.66666666666667	1.33333333333333	2	2	1.33333333333333	1	2.66666666666667	1	1.33333333333333	3.66666666666667	2	-0.5	0.166666666666667	-0.333333333333333	0.166666666666667	0.166666666666667	0.333333333333333	0.333333333333333	0	-0.166666666666667	3
"ID808"	10960.3333333333	2	39.6666666666667	1	3.66666666666667	12	1.66666666666667	1.66666666666667	1	1	2	1.33333333333333	1	1.33333333333333	2.33333333333333	3.66666666666667	6.33333333333333	2	0.444444444444444	-0.333333333333333	0.5	0.666666666666667	-0.333333333333333	-0.0555555555555557	0	0.666666666666667	0.833333333333333	3
"ID809"	14001	2	43	1	5	10	1	2	2	2	1	1	2	4	8	0	4	1	-1	0.5	-0.5	-1	0	1	0	-1	0.5	1
"ID810"	2899.5	1	55.5	1	3.5	12	1	1.5	1	1.5	2	1	1	1.5	1.5	4	6.5	1.5	-0.5	0	0	0	0	0.25	0	0.166666666666666	0.5	2
"ID811"	5673	1	62	1	3	12	1	2	1	1	2	2	1	5	1	4	7	2	0	-1	0.5	1	-0.5	0.333333333333333	-0.5	1	0.5	1
"ID812"	11550	2	32	1	5	16	1	1	1	1	2	2	2	1	8	5	5	2	0.333333333333333	0	0.5	0.5	0.5	0.5	0	0.333333333333333	0	1
"ID813"	20990.5	2	55	1	2.5	11.5	1	2	1	1	2	2	1	2	1	3	5.5	2	0	0	0.5	0.75	-0.5	0	0.416666666666667	-0.333333333333333	0.5	2
"ID814"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID815"	9026	2	43	1	3	10	1	2	1	2	2	2	1	1	1	5	6	1	0	0	0	0	-0.5	0.5	0	0.5	0	1
"ID816"	20665	2	35	1	4	13	1	2	1	3	2	2	1	1	1	3	6	1	0	0	0	0	0	0	0	0	0	1
"ID817"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID818"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID819"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID820"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID821"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID822"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID823"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID824"	13579	1.5	41	1.5	3.5	16	1	2	1	2	2	2	1	5	2.5	0.5	4.5	2	-0.5	0.25	-0.5	-0.25	0.75	0.25	0	-0.5	0.5	2
"ID825"	10536	1	59	1	2	11	1	2	1	1	2	2	1	1	1	4	4	1	0	0	0	0	0	0	0	-0.5	0	1
"ID826"	18583	2	47	1	4	13	1	2	1	1	2	2	1	1	1	5	5	1	0.333333333333333	0	0	0.5	-1	-0.5	0	0.5	1	1
"ID827"	9631	1.75	69.75	1	2.25	12.5	1	1.5	1	1.5	1.75	1.25	1.25	1.25	1	3	2.75	2.5	-0.5	0.25	-0.375	0.25	0.625	0.625	0.208333333333333	-0.5	-0.125	4
"ID828"	11744	1.5	39.5	1.25	4.25	13.75	1	1.5	1	1.75	2	1.25	1.25	2.75	1.25	2	4.25	2	-0.625	-0.125	0	0	-0.0416666666666668	-0.25	-0.166666666666667	-0.5	0.125	4
"ID829"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID830"	14275	2	39	1	4	14	1	1	2	2	2	1	2	1	1	1	2	2	-0.5	0	0	0.5	0.5	0.5	0	-1	0	1
"ID831"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID832"	11271.5	2	44	1	2	11	1	1.5	1	1.5	2	2	1	2.5	4.5	2.5	4	2	0.5	0	0.25	0.5	-0.25	0.416666666666667	0	0.5	0.25	2
"ID833"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID834"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID835"	6483	1	81	1	5	10	1	1	1	2	1	3	1	5	8	1	3	1	-0.5	0.5	-0.333333333333333	0	1	0.5	0.333333333333333	-0.5	0	1
"ID836"	20765	1	51	2	3	13	1	1	1	2	2	1	1	5	1	2	3	1	-1	1	-1	-1	0.5	1	0.5	-1	-1	1
"ID837"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID838"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID839"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID840"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID841"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID842"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID843"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID844"	6674	2	45	4	2	2	2	1	1	1	2	1	1	2	5	6	6	2	0	-0.5	0.333333333333333	0.333333333333333	-0.5	0.333333333333333	0.333333333333333	0	0	1
"ID845"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID846"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID847"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID848"	4860	1	63	1	2	10	1	1	1	1	2	2	1	1	1	4	6	1	-0.333333333333333	-0.5	0	0	-1	0	-0.5	0.5	0	1
"ID849"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID850"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID851"	13118.5	1.5	72.5	1	2.5	4.5	1.5	2	1.5	1.5	2	1.5	1	2.5	1	3	5	1	0.25	-0.5	0.5	0.75	-1	0.25	0.166666666666666	0.25	0.5	2
"ID852"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID853"	18612	2	80	1	2	7	1	2	1	1	2	2	1	1	2	5	5	1	0	-0.333333333333333	1	0.5	0.333333333333333	0.333333333333333	0	0	0.5	1
"ID854"	12113.75	1.5	47	1.5	2	11	1.25	1.25	1	1.75	1.75	1.25	1.25	3	2.75	3.5	4.75	2	-0.666666666666667	0.291666666666667	-0.125	0.125	0.25	0.75	0	-0.5	-0.125	4
"ID855"	12652.3333333333	1.66666666666667	46	1	2	7	1	1.66666666666667	1.66666666666667	2	1.33333333333333	2	1.66666666666667	1.33333333333333	3.66666666666667	1.33333333333333	3.33333333333333	2.33333333333333	-0.222222222222222	0.5	0.166666666666667	0	0	0	0	-0.333333333333333	0.333333333333333	3
"ID856"	18154	2	74	1	4	9	1	2	1	2	2	1	1	1	1	0	3	2	-1	0.5	0	-0.5	1	0.5	0.5	-1	0	1
"ID857"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID858"	3304	1	34	1	3	8	1	2	1	1	2	1	1	3	6	3	4	1	0	0	0.5	0	0	0.5	0	0.333333333333333	1	1
"ID859"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID860"	18437.5	1	53	1	3	12.5	1	1	1.5	1.5	1.5	1.5	1.5	1.5	1	3	3	3	-0.25	0.25	-0.5	0	0.5	0	0.5	-0.5	0	2
"ID861"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID862"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID863"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID864"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID865"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID866"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID867"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID868"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID869"	5367.5	1	54	1	3.5	13.5	1	1.5	1.5	1	2	2	1	1.5	1	6	6	1.5	0.666666666666667	-0.166666666666666	0.75	0.5	-0.5	0.25	-0.25	0.75	0.75	2
"ID870"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID871"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID872"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID873"	4954	2	53.5	1	2	13.5	1	1	1.5	1.5	1	2	1.5	3	2.5	3	3.5	2	0.25	0	0.5	-0.25	-0.25	0	-0.25	0	0.166666666666666	2
"ID874"	4017	1.5	61	1	3.5	12.5	1	2	1	1	2	2	1	1	1	6	7	1	0.333333333333333	-0.25	0	-0.333333333333333	-0.5	-0.75	-0.75	0.75	1	2
"ID875"	22690	1.5	45	2	4	12.5	1	1	1	1	2	2	1	3.5	6	5	5	2.5	0.166666666666666	-0.5	0.25	0.25	-1	0.25	0	0.25	0.5	2
"ID876"	13317.5	1.5	46	1.5	3.25	13	1	1.75	1	1.75	2	1.75	1	2	3.25	2.75	5	1.5	-0.5	0.25	-0.208333333333333	0.375	-0.291666666666667	0.375	0.25	-0.625	0	4
"ID877"	13630	1.33333333333333	53.3333333333333	1	3.66666666666667	15	1	1.66666666666667	1	1.66666666666667	2	1.66666666666667	1	2.33333333333333	1	2.66666666666667	4.66666666666667	1.66666666666667	-0.666666666666667	-0.333333333333333	0.166666666666667	0	0	0.333333333333333	-0.111111111111111	0	1	3
"ID878"	11918.4285714286	1.28571428571429	47.7142857142857	1.28571428571429	3.85714285714286	13	1	1.42857142857143	1.14285714285714	1.42857142857143	1.71428571428571	1.85714285714286	1.14285714285714	1.28571428571429	2	3.28571428571429	4.14285714285714	1.42857142857143	-0.166666666666667	0.142857142857143	-0.0714285714285714	0.0952380952380953	-0.142857142857143	0.0238095238095237	-0.0952380952380953	-0.214285714285714	0.357142857142857	7
"ID879"	17277	2	54	1	3	14	1	2	1	2	2	1	1	2	4	0	3	1	-1	1	-1	1	1	1	0	-1	-1	1
"ID880"	20891	1	70	2	3	12	1	1	1	2	2	1	1	1	1	0	4	3	-1	1	-1	0	1	0.5	0	-1	0	1
"ID881"	9998	1	18	1	2	13	1	1	2	2	1	1	1	2	8	0	1	2	-1	1	0	1	1	1	0.5	-1	0	1
"ID882"	9908.5	1.5	67.5	1	4	14.5	1	2	1	2	2	1	1.5	3.5	1.5	0.5	4	1.5	-1	0.25	-0.75	0.666666666666667	-0.25	1	0.25	-0.5	0	2
"ID883"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID884"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID885"	20327	2	55	3	3	12	1	2	1	1	2	2	1	1	1	1	5	3	-0.5	0	0	0	1	0	0	0	0.5	1
"ID886"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID887"	17167	2	19	1	3	15	1	1	1	1	1	1	1	1	8	2	2	2	-0.5	1	-1	0.5	-0.5	0.5	0	0	-0.5	1
"ID888"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID889"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID890"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID891"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID892"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID893"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID894"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID895"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID896"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID897"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID898"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID899"	7826	1.33333333333333	39.6666666666667	1	3.33333333333333	5	2.33333333333333	1.33333333333333	1.33333333333333	2	1.66666666666667	1.33333333333333	1.33333333333333	3.66666666666667	6	0.666666666666667	3.66666666666667	2	-1	0.333333333333333	-0.5	0.166666666666667	0.166666666666667	0.444444444444444	0	-1	0.166666666666667	3
"ID900"	6838.5	1.5	42.5	1	2.5	6	2.5	1.5	1.5	2	1.5	2	1.5	4	6	1	3	1.5	-1	0	-1	0.25	-0.333333333333333	0.75	0.166666666666666	-1	-0.333333333333333	2
"ID901"	14576.5	1.75	34.5	1	2.75	10	2.5	1.25	1.5	2	1.25	1.25	1.75	1.75	5.25	2.25	4.25	1.5	-0.25	0.375	-0.333333333333333	0.0416666666666668	0.333333333333333	0.375	0.375	-0.375	-0.166666666666667	4
"ID902"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID903"	12187	2	58.6	1	2.8	6.2	1.4	1.6	1.4	1.6	1.8	1.8	1.4	2.4	1.4	4	5.2	2	0.0333333333333334	-0.1	0.1	-0.133333333333333	-0.1	0.0333333333333334	-0.2	0.166666666666667	0.2	5
"ID904"	3983	2	71	1	2	7	1	1	1	1	2	2	1	2	2	1	4	1	0	0	0	0.5	-0.5	0	0	0.5	0.5	1
"ID905"	20996	1.5	81	1	3.5	12.5	1	1.5	1.5	1.5	2	2	1	3	1	3	4.5	2	-0.25	0	-0.25	0.25	-0.666666666666667	0	-0.25	0	0.5	2
"ID906"	21688	2	45	1	1	10	1	1	2	2	1	1	2	4	1	0	2	3	-1	0	0	-1	0.5	0.5	0	-1	0	1
"ID907"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID908"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID909"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID910"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID911"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID912"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID913"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID914"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID915"	16350.5	1.5	56	1	4.5	13	1	2	1	1.5	2	1.5	1	1	1	5	4	1	0.25	-0.75	0.25	0.416666666666667	-0.25	0	0	0	0.5	2
"ID916"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID917"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID918"	19747	2	58	1	2	14	1	2	1	1	2	2	1	1	5	4	6	1	1	-1	1	1	0.5	-1	-0.5	1	1	1
"ID919"	23130	1	46	1	4	15	1	2	1	2	2	1	1	1	1	1	4	1	-0.5	0	0	0.5	0	0.5	1	-0.333333333333333	0	1
"ID920"	16561	1.66666666666667	51	1.33333333333333	4	14	1	1.66666666666667	1	2	1.66666666666667	1.33333333333333	1.33333333333333	3	2	2	2.33333333333333	1.33333333333333	-1	0	-0.666666666666667	-0.777777777777778	0.833333333333333	1	0.611111111111111	-1	-0.333333333333333	3
"ID921"	14349	2	55	1	4	14	1	1.5	1	1.5	2	1.5	1	1.5	1	3.5	3.5	1.5	-0.25	0.25	0	-0.25	-0.25	0.416666666666667	-0.25	-0.25	0.5	2
"ID922"	11344.25	1.75	53.75	1.5	3.75	12.5	1	2	1	1.25	2	1.75	1	2	1.75	4.5	5.25	1.25	0.25	-0.375	0.5	0.375	-0.25	0	0	0.375	0.625	4
"ID923"	14714.3333333333	1.66666666666667	47.3333333333333	1	3.66666666666667	14.3333333333333	1	2	1	2	2	2.33333333333333	1	2	2	3.66666666666667	4	1.33333333333333	-0.333333333333333	-0.333333333333333	0	0.333333333333333	-0.277777777777778	0.333333333333333	0.333333333333333	-0.166666666666667	0.333333333333333	3
"ID924"	21036	2	50.5	1	2.5	15.5	1	1.5	1.5	1.5	1.5	1.5	1	1.5	1	2.5	3.5	2	-0.5	0	0.25	-0.166666666666666	0.25	0	0.5	0	0	2
"ID925"	14618.25	1.75	47.5	1	3.25	14.75	1	1.5	1	1.25	2	2	1	1.25	1	5	4.5	2	0.25	-0.125	0.5	0.625	0	-0.125	-0.5	0.25	0.75	4
"ID926"	13525	1	27	1.5	3	13	1	1	1	1	1.5	2	1	1.5	2.5	4.5	6.5	1	0.333333333333333	-0.25	0.75	0.25	-1	-0.25	0	0.5	1	2
"ID927"	14903.6666666667	1.33333333333333	41.6666666666667	1	4	14.6666666666667	1	1.66666666666667	1	2	2	2.33333333333333	1	3.33333333333333	3.33333333333333	2.66666666666667	3.33333333333333	1.66666666666667	0.111111111111111	-0.166666666666667	-0.166666666666667	0	0	0.277777777777778	-0.166666666666667	-0.166666666666667	0.611111111111111	3
"ID928"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID929"	10031	2	59.5	1	2.5	13	1	1.5	1.5	2	1.5	1.5	1.5	4.5	1	1.5	3.5	2.5	-0.5	0.5	-0.5	-0.75	0.25	-0.25	-0.5	-0.75	-0.5	2
"ID930"	21118	2	43	2	3	16	1	2	1	2	2	1	1	1	1	0	2	1	-1	1	-1	-1	0.5	1	1	-0.5	0	1
"ID931"	10447	1	46.3333333333333	1	3.33333333333333	15.6666666666667	1	1.66666666666667	1	1.33333333333333	2	1.66666666666667	1	2.66666666666667	1	3.66666666666667	3.33333333333333	2.33333333333333	-0.833333333333333	-0.333333333333333	-0.166666666666667	0.166666666666667	-0.333333333333333	0	0.277777777777778	-0.611111111111111	0.166666666666667	3
"ID932"	13365	2	65	1	2	12	1	1	1	1	1	2	1	2	1	4	6	2	0.333333333333333	-1	0.5	1	-1	-1	-0.5	0	0	1
"ID933"	5624	1	31	1	5	15	1	2	1	1	2	2	1	1	1	6	7	1	0.5	-0.5	1	0.5	-1	-0.5	0	1	0.5	1
"ID934"	3156	2	63	1	5	11	1	2	1	2	2	1	1	5	4	1	2	2	-1	0.5	-1	0	1	0.5	1	-1	0	1
"ID935"	15088	2	19	1	3	16	1	1	1	3	2	2	2	1	2	1	3	1	-1	-0.5	0	0	1	-1	0.5	-1	1	1
"ID936"	24344	1	73	1	2	9	1	2	1	1	2	2	1	4	1	6	7	1	0.5	-0.5	1	0.5	-0.5	0	0	0.5	0.5	1
"ID937"	6415	1	19	3	2	10	1	1	2	2	1	2	2	2	8	2	6	3	-0.333333333333333	0	0	0	0.5	-0.333333333333333	0	0.333333333333333	0	1
"ID938"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID939"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID940"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID941"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID942"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
"ID943"	17898	2	83	1	1	5	1	2	1	2	2	1	1	2	1	1	4	2	-1	0	0	1	0	0.333333333333333	0	-0.5	0	1
